id,name,description,user_id,street_address,city,state,zip,capacity,date,deadline
314,Browseblab,"Revision of Ext Heart Assist in Heart, Open Approach",297,1 North Alley,San Diego,California,92196,10,2019-12-23 22:09:06,2019-11-10 15:04:21
315,Eadel,"Bypass Abd Aorta to Abd Aorta w Autol Vn, Perc Endo",280,00654 Monument Court,Roanoke,Virginia,24004,21,2019-12-24 02:29:57,2019-11-21 04:10:00
316,Meevee,"Replace of L Temporal Art with Synth Sub, Perc Endo Approach",710,3 Monterey Road,El Paso,Texas,88514,3,2019-12-21 15:37:55,2019-11-12 09:11:10
317,Mycat,"Remove Synth Sub from Tracheobronc Tree, Perc Endo",170,783 Redwing Street,Jackson,Mississippi,39216,46,2019-11-30 16:07:54,2019-10-28 00:16:56
318,Twimm,"Resection of Left Carpal Joint, Open Approach",941,32733 Warrior Avenue,Detroit,Michigan,48211,53,2019-12-21 06:24:12,2019-11-11 04:42:54
319,Gigabox,"Extirpation of Matter from L Brach Art, Perc Endo Approach",269,9 Tennyson Point,Albuquerque,New Mexico,87140,93,2019-12-20 21:04:49,2019-11-22 21:37:35
320,Meembee,"Reattachment of R Wrist Bursa/Lig, Open Approach",666,3 Corry Terrace,Columbus,Ohio,43226,30,2019-12-21 17:19:10,2019-11-24 03:34:40
321,Mudo,Computerized Tomography (CT Scan) of Renal Artery Transplant,272,4804 Eagan Place,Spokane,Washington,99260,65,2019-12-09 10:15:01,2019-11-06 01:40:13
322,Eidel,"Fusion of L Sacroiliac Jt with Int Fix, Perc Endo Approach",175,759 Becker Pass,Charleston,South Carolina,29411,9,2019-12-01 07:48:54,2019-11-19 03:17:45
323,Tavu,Perceptual Process Assess w Biosensory Feedback Equip,678,26 Fisk Alley,New Orleans,Louisiana,70179,84,2019-12-14 21:08:16,2019-11-08 08:20:04
324,Pixope,"Bypass Abd Aorta to Low Ex Art with Autol Vn, Open Approach",935,19 Di Loreto Pass,Arlington,Virginia,22234,47,2019-12-04 15:40:39,2019-10-28 03:25:52
325,Meejo,"Release Upper Esophagus, Open Approach",978,012 Memorial Lane,Seminole,Florida,34642,66,2019-12-07 22:17:34,2019-10-29 17:15:40
326,Livefish,"Drainage of Left Elbow Region, Open Approach, Diagnostic",103,749 Graceland Avenue,Boulder,Colorado,80310,24,2019-12-20 09:37:52,2019-11-21 03:22:28
327,Ozu,"Extirpation of Matter from Right Lung, Open Approach",858,5283 Del Mar Alley,Hartford,Connecticut,06105,43,2019-12-21 02:16:51,2019-10-27 16:17:37
328,Devpulse,Planar Nuclear Medicine Imaging of Myocardium,181,1891 Superior Avenue,Long Beach,California,90810,75,2019-12-10 20:00:08,2019-11-03 05:13:01
329,Yodel,"Transfer Left Upper Arm Muscle with Skin, Perc Endo Approach",39,2223 Marquette Avenue,Miami,Florida,33169,66,2019-12-18 23:50:06,2019-11-17 10:31:25
330,Yabox,"Replacement of R Up Femur with Autol Sub, Perc Endo Approach",497,673 Forest Dale Crossing,Garland,Texas,75049,73,2019-11-28 22:07:53,2019-11-13 17:26:57
331,Skipfire,"Bypass Cecum to Cutan with Nonaut Sub, Perc Endo Approach",821,6 Starling Point,Waco,Texas,76711,16,2019-12-14 10:48:42,2019-10-28 08:39:18
332,Rhynoodle,"Occlusion R Com Iliac Vein w Extralum Dev, Open",431,8365 Talisman Lane,Columbus,Georgia,31904,74,2019-12-01 00:26:21,2019-11-07 02:04:42
333,Rhyloo,"Destruction of Superior Mesenteric Artery, Open Approach",279,127 Cambridge Road,Springfield,Virginia,22156,41,2019-11-29 18:23:50,2019-11-14 15:09:53
334,Dabvine,"Restriction of R Up Extrem Lymph, Open Approach",798,98081 Service Parkway,North Hollywood,California,91616,65,2019-12-14 09:10:33,2019-11-22 00:26:08
335,Realbridge,Exercise Trmt Integu Up Back/UE w Electrotherap Equip,928,7 Mallard Trail,Washington,District of Columbia,20380,84,2019-12-19 18:54:17,2019-11-21 14:31:18
336,Plambee,"Destruction of Left Sacroiliac Joint, Perc Endo Approach",827,1761 Florence Alley,Jacksonville,Florida,32225,27,2019-12-27 12:41:59,2019-11-19 23:06:20
337,Skyvu,"Release Right Kidney, Endo",652,7706 Dorton Lane,Clearwater,Florida,34620,39,2019-12-22 22:28:11,2019-11-09 19:15:53
338,Topiczoom,"Revision of Synth Sub in L Acetabulum, Perc Endo Approach",133,2 Hudson Park,Anaheim,California,92825,43,2019-12-15 04:44:10,2019-11-01 17:14:10
339,Omba,HDR Brachytherapy of Nasopharynx using Oth Isotope,938,863 3rd Circle,Stockton,California,95298,7,2019-12-25 05:03:58,2019-11-03 14:26:28
340,Oodoo,LDR Brachytherapy of Bladder using Palladium 103,652,11284 Rowland Plaza,Las Vegas,Nevada,89150,96,2019-12-01 23:41:16,2019-11-02 10:57:01
341,Riffpedia,"Repair Left Thyroid Artery, Percutaneous Endoscopic Approach",672,5 Hermina Point,San Francisco,California,94147,55,2019-12-03 09:33:14,2019-11-07 10:33:21
342,Tekfly,"Extirpation of Matter from Scrotum, Percutaneous Approach",795,2 Clyde Gallagher Plaza,Minneapolis,Minnesota,55407,44,2019-12-23 08:00:58,2019-11-23 13:04:32
343,Avamm,"Excision of Scalp Subcu/Fascia, Open Approach, Diagn",674,65693 Hermina Junction,Omaha,Nebraska,68117,37,2019-12-02 14:44:55,2019-11-09 17:52:24
344,Gabtype,"Supplement Thor Aorta Desc with Zooplastic, Perc Approach",957,6830 Ramsey Hill,Clearwater,Florida,33758,48,2019-12-17 20:42:44,2019-11-22 15:14:22
345,Vinder,"Removal of Int Fix from R Up Femur, Perc Endo Approach",275,2660 Elgar Parkway,Brooklyn,New York,11225,33,2019-12-22 20:38:45,2019-11-16 20:57:26
346,Demivee,"Revision of Autol Sub in Ureter, Perc Approach",569,860 Steensland Circle,Fort Myers,Florida,33906,77,2019-12-11 22:33:47,2019-11-01 00:36:28
347,Eadel,"Fragmentation in Large Intestine, Endo",119,457 Dahle Road,Orlando,Florida,32854,76,2019-12-09 00:49:50,2019-11-25 04:32:42
348,Realmix,"Reposition Left Elbow Joint with Int Fix, Extern Approach",323,34 Vera Parkway,Norman,Oklahoma,73071,6,2019-12-27 06:09:16,2019-10-27 06:37:30
349,Eimbee,"Drainage of Hemiazygos Vein, Open Approach",546,76 Hintze Court,Schaumburg,Illinois,60193,39,2019-12-10 14:30:37,2019-11-07 20:17:42
350,Bubblemix,"Supplement R Ant Tib Art with Autol Sub, Open Approach",341,9043 Corben Lane,Boca Raton,Florida,33432,17,2019-12-26 18:12:14,2019-11-01 05:56:59
351,Fivechat,"Removal of Nonaut Sub from Head, Perc Endo Approach",264,2 Shelley Parkway,Brooklyn,New York,11220,39,2019-12-20 11:36:57,2019-11-26 07:23:48
352,Fatz,"Removal of Synth Sub from Uterus & Cervix, Perc Approach",75,8 Garrison Terrace,Phoenix,Arizona,85077,48,2019-12-07 01:20:26,2019-11-10 06:58:58
353,Kimia,"Drainage of Stomach, Via Opening, Diagn",214,172 Northport Avenue,Ocala,Florida,34474,45,2019-12-24 22:06:02,2019-11-25 18:07:09
354,Tazzy,Plain Radiography of Dialysis Shunt using L Osm Contrast,193,70540 Randy Center,Las Vegas,Nevada,89140,80,2019-12-05 13:57:59,2019-11-13 04:41:51
355,Abata,MRI of R Testicle using Oth Contrast,735,199 Sachs Place,Escondido,California,92030,38,2019-12-06 16:39:24,2019-11-05 02:13:49
356,Tazz,"Measurement of POC, Cardiac Rate, Extern Approach",70,8876 Drewry Trail,Gary,Indiana,46406,4,2019-12-19 23:57:51,2019-11-11 08:12:33
357,Flipbug,"Removal of Drain Dev from Uterus & Cervix, Open Approach",954,40996 Mockingbird Drive,Sacramento,California,95894,49,2019-12-12 06:04:28,2019-11-11 09:52:30
358,Divanoodle,"Supplement Thoracic Vertebra with Synth Sub, Perc Approach",506,2 Buena Vista Road,Los Angeles,California,90045,87,2019-12-19 11:31:47,2019-11-26 03:26:39
359,Izio,"Repair Conduction Mechanism, Perc Endo Approach",794,3181 Sunbrook Place,El Paso,Texas,88579,30,2019-12-12 12:10:40,2019-11-19 10:44:28
360,Ailane,"Release Left Sphenoid Bone, Percutaneous Endoscopic Approach",380,2 Maywood Hill,Honolulu,Hawaii,96820,46,2019-12-08 19:10:06,2019-11-09 20:21:26
361,Ainyx,"Drainage of Left Common Iliac Vein, Percutaneous Approach",911,72909 Upham Junction,Canton,Ohio,44760,52,2019-12-25 01:34:54,2019-11-09 00:43:43
362,Zoovu,"Division of Thoracic Nerve, Percutaneous Endoscopic Approach",774,81075 Vidon Crossing,Minneapolis,Minnesota,55487,82,2019-12-05 19:30:16,2019-11-26 08:00:51
363,Zoovu,"Destruction of Lung Lingula, Percutaneous Approach",249,6187 Brown Road,Trenton,New Jersey,08619,70,2019-12-14 07:55:07,2019-11-19 04:41:43
364,Mydeo,"Drainage of Retroperitoneum, Perc Endo Approach, Diagn",585,217 Dexter Crossing,Cincinnati,Ohio,45999,45,2019-12-16 02:55:19,2019-11-18 21:23:38
365,Pixope,"Occlusion of Hemorrhoidal Plexus, Perc Endo Approach",851,0287 Hanover Junction,Lincoln,Nebraska,68505,46,2019-12-16 23:25:54,2019-11-19 05:44:26
366,Devbug,"Revision of Nonaut Sub in L Radius, Perc Approach",814,114 Rigney Alley,Akron,Ohio,44393,88,2019-12-13 05:16:28,2019-11-26 18:59:22
367,Eimbee,"Supplement Right Sphenoid Bone with Synth Sub, Perc Approach",172,560 Scofield Point,Lansing,Michigan,48901,77,2019-12-22 14:19:24,2019-11-11 15:15:56
368,Layo,"Bypass Jejunum to Descending Colon with Nonaut Sub, Endo",841,78452 Schmedeman Center,Charlotte,North Carolina,28215,33,2019-11-29 08:40:39,2019-11-18 03:44:40
369,Eire,"Replacement of Pulmonary Trunk with Autol Sub, Open Approach",139,42 Butternut Crossing,Billings,Montana,59112,51,2019-12-05 14:47:41,2019-11-01 05:21:24
370,Skinder,"Drainage of Nasal Septum with Drainage Device, Open Approach",891,88085 4th Drive,Sioux Falls,South Dakota,57188,44,2019-12-02 15:08:00,2019-10-28 16:54:44
371,Gabtype,"Extirpation of Matter from Buccal Mucosa, Perc Approach",598,7 Brickson Park Street,Santa Monica,California,90405,5,2019-12-12 04:24:11,2019-11-25 23:46:07
372,Linkbuzz,"Restriction of Left Internal Jugular Vein, Perc Approach",340,91 Bartelt Point,Spring,Texas,77386,35,2019-12-22 05:13:37,2019-11-16 17:29:25
373,Npath,"Insertion of Radioact Elem into R Nipple, Open Approach",451,4 Hayes Way,Hollywood,Florida,33023,63,2019-12-25 11:44:57,2019-11-21 02:30:57
374,Yadel,"Restrict L Great Saphenous w Intralum Dev, Open",42,80 Ilene Avenue,Carlsbad,California,92013,74,2019-12-01 02:20:36,2019-11-05 09:20:24
375,Katz,"CT Scan Trachea/Airway w L Osm Contrast, Unenh, Enhance",571,8404 Lighthouse Bay Terrace,Sacramento,California,95833,57,2019-11-30 14:16:22,2019-11-24 18:39:04
376,Brainverse,"Transfusion of Nonaut Globulin into POC, Circ, Via Opening",700,9 Buhler Plaza,Akron,Ohio,44329,26,2019-12-19 07:24:40,2019-11-06 09:01:38
377,Abatz,Magnetic Resonance Imaging (MRI) of Left Shoulder,3,36488 Calypso Avenue,Mansfield,Ohio,44905,55,2019-12-11 01:26:48,2019-11-13 04:43:19
378,Wikizz,"Removal of Infusion Device from Pancreat Duct, Perc Approach",110,48978 Jenna Center,New Orleans,Louisiana,70165,20,2019-12-08 01:14:18,2019-11-05 11:53:29
379,Wikizz,"Remove Infusion Pump from Low Extrem Subcu/Fascia, Open",405,0625 Pleasure Hill,New York City,New York,10009,61,2019-11-30 13:51:01,2019-11-19 04:24:56
380,Trupe,"Alteration of R Elbow with Nonaut Sub, Open Approach",764,9158 Reindahl Trail,Los Angeles,California,90040,40,2019-12-24 23:26:31,2019-11-20 01:11:09
381,Tagcat,"Reposition L Fibula with Hybrid Ext Fix, Perc Endo Approach",787,0 Forest Run Center,Naples,Florida,33961,32,2019-12-25 13:56:29,2019-11-11 21:03:56
382,Demivee,Stereotactic Particulate Radiosurgery of Nose,210,58133 Park Meadow Center,Chicago,Illinois,60663,10,2019-12-05 14:07:09,2019-11-01 08:07:02
383,Bubblemix,"Drainage of Right Anterior Tibial Artery, Open Approach",482,9 Spaight Point,Fresno,California,93740,43,2019-12-05 11:15:01,2019-10-31 00:56:41
384,Quimm,"Fusion R Metatarsophal Jt w Synth Sub, Perc Endo",376,78 Kim Hill,Hyattsville,Maryland,20784,90,2019-12-26 15:31:45,2019-11-20 08:32:29
385,Wikizz,"Imaging, Non-Axial Lower Bones, Fluoroscopy",307,90 Cherokee Circle,Tacoma,Washington,98447,5,2019-12-13 04:54:01,2019-11-05 03:09:46
386,Topiczoom,"Reposition Right Tarsal with Ext Fix, Perc Approach",627,6552 Ronald Regan Circle,New York City,New York,10115,71,2019-12-12 13:17:03,2019-11-16 19:27:26
387,Edgetag,"Replace Access Pancr Duct w Autol Sub, Perc Endo",73,0183 Schlimgen Drive,New Orleans,Louisiana,70129,31,2019-12-01 21:02:47,2019-11-19 14:55:26
388,Gigazoom,"Removal of Int Fix from R Carpal, Perc Approach",40,485 Welch Drive,Provo,Utah,84605,97,2019-12-04 12:37:24,2019-11-06 14:17:15
389,Eare,"Dilate Abd Aorta, Bifurc, w Intralum Dev, Perc",598,8 Mcbride Avenue,Anniston,Alabama,36205,97,2019-12-10 05:08:45,2019-10-29 16:18:16
390,Dynabox,"Bypass Stomach to Jejunum, Percutaneous Endoscopic Approach",60,55 Kinsman Park,Springfield,Missouri,65898,63,2019-11-29 23:28:56,2019-11-08 00:01:47
391,Twinder,"Removal of Int Fix from Lum Vertebra, Perc Approach",516,4 Dovetail Parkway,Portland,Oregon,97271,25,2019-12-21 21:00:31,2019-10-29 20:49:42
392,Skipstorm,"Destruction of Left Pulmonary Vein, Percutaneous Approach",35,89509 Maryland Way,San Francisco,California,94169,45,2019-12-03 01:56:02,2019-11-03 19:19:14
393,Browsetype,"Supplement L Metacarpal with Synth Sub, Perc Endo Approach",738,7194 Moose Court,Missoula,Montana,59806,1,2019-12-01 01:08:00,2019-11-07 15:09:36
394,Yoveo,"Transfuse Nonaut Antihemophilic in Periph Art, Perc",256,230 Sheridan Place,Chattanooga,Tennessee,37405,44,2019-12-24 17:10:02,2019-10-31 16:08:58
395,Muxo,"Supplement L Seminal Vesicle with Nonaut Sub, Open Approach",558,4 Park Meadow Lane,Philadelphia,Pennsylvania,19136,62,2019-12-27 23:37:44,2019-11-11 10:14:15
396,Skyndu,"Insertion of Infusion Device into R Low Arm, Perc Approach",845,35569 Corry Avenue,Salem,Oregon,97312,43,2019-12-18 17:54:42,2019-11-23 08:56:46
397,Brainlounge,Osteopathic Treatment of Abdomen using Other Method,56,21 Farragut Way,Charleston,West Virginia,25331,45,2019-12-24 19:11:31,2019-11-07 04:39:24
398,Omba,"Drainage of Bi Adrenal Gland with Drain Dev, Perc Approach",342,6137 Mariners Cove Court,Conroe,Texas,77305,80,2019-12-11 02:49:31,2019-11-24 01:06:40
399,Avavee,"Supplement Left Hand Artery with Synth Sub, Open Approach",691,65 Dunning Court,Newport News,Virginia,23612,4,2019-12-19 23:28:28,2019-11-10 01:43:08
400,Thoughtstorm,"Transfer R Low Leg Subcu/Fascia, Perc Approach",81,804 Artisan Way,Albuquerque,New Mexico,87121,95,2019-12-18 16:48:15,2019-11-23 15:37:01
401,Cogibox,"Division of Left Zygomatic Bone, Perc Endo Approach",620,04 Messerschmidt Place,Saint Cloud,Minnesota,56398,29,2019-12-25 21:26:57,2019-11-06 09:32:53
402,Oyoyo,"Drainage of Right Hepatic Duct, Via Opening",908,4 Memorial Way,Rochester,New York,14646,52,2019-11-28 06:22:09,2019-11-01 20:14:35
403,Omba,"Fusion Thor Jt w Synth Sub, Post Appr P Col, Perc",932,564 Everett Pass,Grand Rapids,Michigan,49560,15,2019-11-30 02:36:08,2019-11-15 17:09:31
404,Feedspan,"Destruction of Sternum, Open Approach",480,23935 Dottie Place,Philadelphia,Pennsylvania,19131,47,2019-11-29 14:32:06,2019-10-27 00:15:48
405,Eayo,"Drainage of Left Ovary, Percutaneous Approach",817,37983 Marquette Circle,Naples,Florida,34114,87,2019-11-30 23:28:28,2019-11-05 04:05:14
406,Jazzy,"Reposition Glossopharyngeal Nerve, Percutaneous Approach",748,6 Algoma Trail,Bronx,New York,10474,37,2019-12-17 13:34:24,2019-11-10 00:17:33
407,Babbleopia,"Introduce Regional Anesth in Spinal Canal, Perc",806,2 Jenna Alley,Crawfordsville,Indiana,47937,39,2019-12-13 15:19:04,2019-11-04 03:35:40
408,Dazzlesphere,"Destruction of Left Thyroid Gland Lobe, Perc Approach",354,1418 Rigney Center,Columbus,Ohio,43204,54,2019-12-14 17:01:58,2019-11-07 22:29:07
409,Eimbee,"Dilation of Right Cephalic Vein, Perc Endo Approach",213,44038 Jenna Court,Garden Grove,California,92844,91,2019-12-16 10:46:56,2019-11-06 12:00:18
410,Oyondu,"Excision of Right Ureter, Open Approach",106,6 Melvin Place,Akron,Ohio,44329,99,2019-12-15 12:02:57,2019-11-21 09:02:28
411,Innotype,"Introduction of Oth Therap Subst into Nose, Perc Approach",669,6071 Claremont Road,El Paso,Texas,88546,14,2019-11-30 13:26:26,2019-11-07 19:19:02
412,Flashdog,"Reposition Right Metatarsal with Int Fix, Open Approach",620,16 Old Gate Street,Chicago,Illinois,60691,64,2019-12-05 04:52:23,2019-11-13 08:53:16
413,Quire,"Replacement of R Face Vein with Nonaut Sub, Open Approach",386,48567 Nova Hill,Mobile,Alabama,36628,25,2019-12-06 19:30:44,2019-11-23 11:35:04
414,Abata,"Release Cul-de-sac, Via Natural or Artificial Opening",980,327 Jenna Alley,Washington,District of Columbia,20319,65,2019-11-29 06:51:17,2019-11-02 21:20:31
415,Snaptags,"Release Left Frontal Bone, Open Approach",539,2 Dorton Lane,Long Beach,California,90847,80,2019-12-14 05:12:51,2019-11-21 15:36:30
416,Realcube,"Removal of Nonaut Sub from Lymph, Perc Approach",235,56240 Corben Road,Honolulu,Hawaii,96810,85,2019-12-04 12:32:56,2019-11-22 02:12:33
417,Brightbean,"Drainage of Right External Carotid Artery, Open Approach",780,27 Comanche Court,Lakeland,Florida,33811,28,2019-12-24 23:36:37,2019-11-15 16:00:40
418,Kazio,"Revision of Nonaut Sub in Lum Jt, Perc Approach",486,00048 Summerview Center,Birmingham,Alabama,35244,85,2019-12-19 05:04:47,2019-11-24 10:31:55
419,Cogibox,"Supplement C-thor Jt with Synth Sub, Open Approach",526,49622 Helena Pass,San Antonio,Texas,78245,17,2019-12-08 15:18:22,2019-11-23 17:39:44
420,Flipbug,"Insertion of Monitoring Device into Low Vein, Perc Approach",761,786 Drewry Trail,Trenton,New Jersey,08608,10,2019-12-05 18:14:37,2019-11-13 04:36:38
421,Quimba,"Removal of Infusion Device from Left Eye, External Approach",724,86328 Jenifer Alley,Spokane,Washington,99260,88,2019-12-06 01:58:04,2019-11-13 18:46:20
422,Camido,"Dilate R Thyroid Art, Bifurc, w 4 Drug-elut, Open",517,23 Karstens Place,Stamford,Connecticut,06905,39,2019-12-12 18:52:30,2019-11-21 03:55:59
423,Muxo,"Dilation of Bi Vas Deferens with Intralum Dev, Open Approach",783,25592 Blackbird Way,Miami Beach,Florida,33141,87,2019-12-14 03:13:52,2019-11-14 04:11:19
424,Edgeclub,LDR Brachytherapy of Ear using Californium 252,263,81 Pierstorff Center,Oakland,California,94605,16,2019-12-10 07:53:52,2019-10-28 11:48:15
425,Mycat,"Drainage of Face Artery, Open Approach",318,6 Helena Way,Newark,Delaware,19725,66,2019-12-24 03:02:47,2019-11-12 15:30:20
426,Skippad,"Radiation Therapy, Urinary System, Other Radiation",906,35452 Waywood Way,Fort Lauderdale,Florida,33345,6,2019-11-28 20:25:41,2019-11-20 00:29:56
427,Oyonder,"Dilation of R Ant Tib Art, Bifurc, Open Approach",14,205 Buena Vista Point,Sacramento,California,94263,11,2019-12-23 09:49:49,2019-11-03 15:22:53
428,Gabspot,"Occlusion of Ampulla of Vater, Endo",416,4 Rockefeller Lane,Washington,District of Columbia,20591,39,2019-12-15 03:36:55,2019-10-28 23:42:16
429,Mydeo,"Insert VAD Reservoir in R Low Leg Subcu/Fascia, Open",114,457 Arapahoe Terrace,Columbus,Ohio,43231,39,2019-12-17 06:07:24,2019-10-28 00:29:34
430,Kwimbee,"Dilation of Large Intestine with Intraluminal Device, Endo",428,56 Hintze Way,New Brunswick,New Jersey,08922,4,2019-12-24 08:11:17,2019-11-23 06:58:39
431,Tanoodle,"Replacement of R Kidney Pelvis with Autol Sub, Via Opening",760,9116 Veith Alley,Naples,Florida,34102,87,2019-12-06 17:54:55,2019-11-14 15:45:01
432,Jamia,Beam Radiation of Hard Palate using Electrons,233,16223 Homewood Street,Ogden,Utah,84403,43,2019-12-05 00:17:45,2019-11-11 06:42:31
433,Jetpulse,"Dilation of L Com Carotid with 3 Intralum Dev, Open Approach",819,5359 Onsgard Street,Wilkes Barre,Pennsylvania,18768,65,2019-12-21 07:50:45,2019-10-29 22:11:25
434,Eidel,"Drainage of R Inf Parathyroid, Perc Endo Approach",914,2 Arkansas Pass,Salt Lake City,Utah,84140,39,2019-11-29 23:50:36,2019-11-18 19:19:25
435,Shuffledrive,"Insertion of Defib Gen into Abd Subcu/Fascia, Open Approach",674,04725 Ridgeway Junction,Houston,Texas,77228,22,2019-11-29 07:22:27,2019-11-10 06:31:02
436,Zooxo,"Drainage of Epiglottis, Via Opening, Diagn",783,9750 Calypso Street,Atlanta,Georgia,31119,32,2019-11-29 00:43:23,2019-10-31 09:17:00
437,Fivespan,"Inspection of Omentum, Percutaneous Approach",765,7 Ludington Crossing,Washington,District of Columbia,20470,1,2019-12-19 01:30:35,2019-11-01 00:33:11
438,Jamia,"Occlusion L Verteb Vein w Intralum Dev, Perc Endo",542,14 Superior Plaza,Raleigh,North Carolina,27615,75,2019-12-01 14:32:35,2019-11-19 18:14:17
439,Skimia,"Supplement Left Brachial Vein with Synth Sub, Perc Approach",197,51 Ryan Center,Arlington,Virginia,22205,36,2019-12-05 20:51:55,2019-10-30 23:03:30
440,Jaxworks,Plain Radiography of Inf Mesent Art using H Osm Contrast,611,4 Walton Hill,Greensboro,North Carolina,27425,14,2019-12-22 04:50:49,2019-11-20 09:58:05
441,Tambee,"Release Lower Gingiva, External Approach",572,915 Forest Circle,Orlando,Florida,32808,65,2019-12-16 20:38:22,2019-10-31 06:40:53
442,Babbleblab,"Drainage of L Knee Bursa/Lig, Perc Approach, Diagn",861,9 Thompson Drive,Sarasota,Florida,34276,42,2019-12-16 00:40:49,2019-11-03 04:41:29
443,Eimbee,"Replace of R Foot Vein with Autol Sub, Perc Endo Approach",435,7811 Hudson Trail,Springfield,Massachusetts,01129,19,2019-12-20 09:10:52,2019-11-01 21:56:22
444,Jaxspan,"Transfer R Shoulder Muscle w Skin, Subcu, Perc Endo",957,054 East Court,Wilmington,Delaware,19886,29,2019-11-29 16:49:27,2019-11-06 10:56:05
445,Voomm,"Extirpation of Matter from Right Lower Eyelid, Open Approach",316,55 Boyd Drive,Chicago,Illinois,60609,29,2019-12-16 18:41:53,2019-11-13 01:22:20
446,Devpulse,"Release Right Ankle Tendon, Percutaneous Approach",942,8702 Laurel Circle,Youngstown,Ohio,44505,37,2019-12-08 06:36:12,2019-11-02 10:17:28
447,Vimbo,"Bypass L Basilic Vein to Up Vein w Autol Sub, Open",443,11914 Schmedeman Terrace,Fairfax,Virginia,22036,72,2019-12-09 16:26:05,2019-11-11 05:42:08
448,Bubbletube,"Fusion Occip Jt w Nonaut Sub, Post Appr P Col, Open",103,82239 Talmadge Circle,Newport News,Virginia,23605,4,2019-12-06 16:12:36,2019-11-10 19:35:03
449,Voonder,"Transfer Right Hand Muscle with Subcu, Perc Endo Approach",693,719 Bunker Hill Lane,Birmingham,Alabama,35285,44,2019-12-13 18:44:30,2019-11-02 16:59:25
450,Blogpad,"Removal of Spacer from Left Knee Joint, Perc Approach",20,4 Melody Center,Long Beach,California,90805,15,2019-12-01 16:01:43,2019-10-29 21:13:27
451,Skinte,"Bypass Esophagus to Ileum with Autol Sub, Open Approach",42,7 Karstens Park,Albany,New York,12255,59,2019-12-04 16:20:50,2019-11-26 22:37:50
452,Avamba,"Drainage of R Ext Iliac Vein, Perc Endo Approach, Diagn",423,5 Merrick Point,Pasadena,California,91109,31,2019-12-12 03:43:49,2019-10-29 13:05:19
453,Oba,"Extirpation of Matter from Greater Omentum, Open Approach",859,020 Meadow Valley Junction,Chicago,Illinois,60646,25,2019-12-12 02:41:01,2019-11-20 17:26:45
454,Camido,"Supplement R Hand Bursa/Lig w Synth Sub, Perc Endo",152,25 Kinsman Point,Sacramento,California,94257,33,2019-12-26 18:08:09,2019-11-24 12:28:52
455,Kazio,"Remove Autol Sub from Scrotum & Tunica, Perc Endo",565,7954 Nelson Place,Rochester,New York,14609,40,2019-12-22 11:52:45,2019-11-06 01:04:16
456,Abata,"Transfer Acoustic Nerve to Hypoglossal Nerve, Open Approach",924,509 Oriole Center,Milwaukee,Wisconsin,53225,34,2019-12-27 06:22:59,2019-11-03 00:13:24
457,Photobean,"Bypass R Less Saphenous to Low Vein w Autol Art, Perc Endo",715,8 Comanche Lane,Oakland,California,94660,26,2019-12-27 02:31:37,2019-10-31 13:09:21
458,Layo,"Supplement Cecum with Synthetic Substitute, Open Approach",295,9725 New Castle Avenue,Saint Petersburg,Florida,33715,44,2019-12-23 02:31:09,2019-11-24 22:13:35
459,Flipbug,"Excision of Right Axillary Artery, Percutaneous Approach",139,34 La Follette Point,Savannah,Georgia,31410,95,2019-12-06 01:22:51,2019-10-29 20:14:43
460,Gabtype,"Dilate Access Pancr Duct w Intralum Dev, Perc Endo",860,7223 Ridge Oak Place,Seattle,Washington,98195,68,2019-12-24 18:54:21,2019-11-16 12:48:37
461,Skiba,"Dilate R Axilla Art, Bifurc, w 3 Drug-elut, Perc Endo",877,34162 Main Circle,Shawnee Mission,Kansas,66286,31,2019-12-05 07:29:10,2019-11-11 13:12:33
462,Jabberbean,"Bypass Left Common Iliac Artery to R Int Ilia, Open Approach",106,7950 Warner Trail,Fresno,California,93740,63,2019-12-25 18:59:14,2019-11-22 12:04:19
463,Gabtune,"Restrict of Up Esophag with Intralum Dev, Perc Endo Approach",213,80088 Farragut Avenue,Mobile,Alabama,36616,31,2019-12-04 14:58:04,2019-11-08 05:04:43
464,Topiczoom,"Repair Left Zygomatic Bone, Percutaneous Approach",463,9917 Lerdahl Plaza,Seattle,Washington,98109,9,2019-12-23 02:17:37,2019-11-13 10:39:30
465,Wikizz,"Excision of Cervix, Percutaneous Endoscopic Approach",428,6 Buena Vista Road,Annapolis,Maryland,21405,1,2019-12-14 07:07:28,2019-11-15 22:12:24
466,Pixope,"Transfer Trigeminal Nerve to Facial Nerve, Open Approach",619,13495 Kenwood Lane,Lancaster,California,93584,2,2019-12-20 02:49:32,2019-11-25 20:40:21
467,Dabshots,"Bypass R Com Iliac Art to Celiac Art w Autol Art, Perc Endo",945,33 Crownhardt Circle,Los Angeles,California,90071,81,2019-12-25 11:52:31,2019-10-30 21:29:40
468,Quinu,Tomo Nucl Med Imag of Thorax using Technetium 99m,254,4166 Grasskamp Point,Amarillo,Texas,79159,23,2019-12-09 22:29:23,2019-11-12 02:43:39
469,Voonder,"Bypass L Kidney Pelvis to L Kid Pelv w Nonaut Sub, Open",771,1 Harbort Hill,Anaheim,California,92805,23,2019-12-16 05:42:14,2019-11-09 02:16:00
470,Riffpedia,"Introduction of Other Antineoplastic into POC, Perc Approach",188,500 Warbler Trail,Toledo,Ohio,43605,7,2019-12-15 20:18:25,2019-10-28 05:05:33
